title,review,score,mall,date,reviewer
최고예요,"친정엄마 25년 넘게 쓰신 골드스타냉장고가 수명을 다해서 주문했어요외부인 출입이 부담스러운 시국이라서 배송을 늦출까 고민하다가 기사님도 소독규정 준수하고 물류도 정기적으로 소독실시 한다는 얘길 듣고더 미루지않고 배송일을 당겨서 평일 지정했더니 바로 배송해주셨어요요즘 4도어 냉장고는 깊이가 대부분 90이상이라서협소한 주방에 슬림한 모델을 찾게됐는데요4도어를 꼭 해드리고싶어서 찾다가 발견한 세미빌트인 모델인데자리에 딱이에요 여러 부분 너무 만족합니다홈바도 있고, 전기등급 2등급, 5세대 컴프레서 등기존 냉장고보다 부족하지않은 성능들이라 마음에 들었어요냉동실도 이제 마구 쌓이지않고 정리하겠다고 좋아하시네요폐가전도 수거해주시고 기사님들도 친절하셨대요쓰던냉장고 가지고 가실땐 가슴이 뭉클하셨다네요이번 냉장고도 오래토록 고장없이 잘 쓸게요믿고쓰는 lg입니다",100점,11번가,2020.03.20.,ha****
최고예요,"주문번호:202001072367959 ID: nara0207 입주하는 아파트에 주방을 넓게 사용하고자 세미빌트인 600L모델을 찾아서 1달동안 여러매장을 다녔어요. 찾는모델은 매장에 전시되어 있지 않고, 800L대 세미빌트인은 사이즈가 넘 크고 600L대 비스코프는 수납력이 낮고해서 이후 열심히 1주일정도 검색을 하다가 이 모델을 만났네요^^ 디자인과 사이즈, 수납력 모두 대만족입니다. 2일만에 시간약속하여 배송과 설치. 두분 기사님이 자리를 옮겨가며 수평 맞춰주시고 작동까지 확인후 친절히 설명. 1주일 사용중 현재까지 조용하고, 외관 깔끔하고, 마음에 듭니다. 무엇보다 가성비 최강입니다. 저처럼 찾는데 노동력 소비하지 마시고 , 고민없이 바로 구입하셔도 좋은 제품입니다~~",100점,11번가,2020.01.13.,na****
최고예요,"앞으로는 LG 로 구매하기로 했는데, 저의 첫 가전이네요. 세탁기와 함께와서 설치 잘해주셨습니다. 사다리차로 후다닥 두가지를 해치운거같아요. 친절하시고 꼼꼼하게 수평체크해주시며 쓰레기 하나 안떨어뜨리고 가셨어요~ㅎㅎㅎ 고민 많이했는데, 2인 가족이라 세미빌트윈이 딱 좋아요. 냉툭?? 그것도 없고 아주 깔끔해요~ 예전에 홈바 생각하다, 매직스페이스 보니 오우~ 확실히 불필요하게 문을 열었다 닫았다 할일이 줄어들겠어요~ 모두들 더 큰거! 큰거! 하라고 했는데, 냉장고 크면 자꾸 사서 채우고 싶어 불필요한 소비습관에 음식만 쌓이고, 집도 작은데 냉장고만 커서 뭐해요~ㅋㅋ 530L 도 큰거에요~~ 흰색도 있었으면 참 좋았을텐데 아쉬운건 딱하나^^ 주문번호 201909191838675 아이디 cryinghero 아이리버 써큘레이터 꼭 보내주세요~",100점,11번가,2019.09.27.,cr****
좋아요,"주문번호201908112560706 ID run4rest@naver.com 십여년전부터 잘 써왔던 714L 디오스 냉장고가 작년 여름부터 시원찮더니 올해엔 냉장기능 마저도 잘 안돼 부득이 교체하게 되었는데여,냉장고 넣을수 있는 공간이 가로 90cm가 나오질 않아서 최신 냉장고(가로 91.2cm) 구입이 여의치 않던중 용량이 작긴 하지만 미니멀하게 살자 생각하여 기존 공간에 충분히 들어가는 이 제품을 구입하였습니다. 보급형이 아니라 가격이 어마무시하게 비싸지만 저희처럼 좁은 공간에 넣으실 분들한텐 적합한것 같네여. 다만 용량이 엄청 작은지라 먹거리를 쟁여두고 사시는 집에는 매우 비추입니다. 옛날 2도어 500L 정도도 안들어가니 참고하세여^^;;;",80점,11번가,2019.08.15.,ru****
최고예요,"배송: 미리 전화로 일정 조율하고, 배송기사님께서 도착 10분 전에 전화주셨어요. 상품: 제가 원하는 조건은, 1. 부엌 냉장고 자리에 맞는 사이즈일 것 2. 가족 수에 적당한 용량일 것. 3. 냉장실이 상단에 넓게 위치 할 것. 4. 에너지 효율 등급이 2등급 일 것.(양문형냉장고는 바뀐 에너지등급기준으로 아직 1등급이 없다고 하더라고요..) 이었습니다. 이 4가지 조건을 모~두 부합하는 세미빌트인! 가격이 좀 사악하긴 하지만, 1, 2년 쓸 가전이 아닌지라 큰 맘먹고 구입했는데 정말 만족 스럽네요~~ 냉동실 문에 수납공간이 없다는게 살짝 아쉽지만, 전 100프로 만족합니다! 주문번호201902106951931 사은품(그릴)신청합니다.",100점,11번가,2019.02.14.,se****
최고예요,"재고가 없다고해서 배송이 늦어질까 걱정했는데, 주문 후 3일째 배송.설치 받았습니다. 오전 일찍 기사님 연락받았고, 약속한 시간에 잘 맞추어주셨어요.13년째 사용하던 동일브랜드 냉장고가 불안불안해서 고민끝에 주문했는데, 마음에 듭니다.다만 메탈보다는 흰색을 선호하는데 요즘은 찾기가 힘들더라구요. 집에 안어울릴까 걱정했지만 그럭저럭 나쁘진 않습니다.냉툭튀가 싫어 세미빌트인을 찾았고, 종류가 많지않아서 선택의 폭은 매우 적습니다.사용하던 냉장고보다 리터수는 적지만. 워낙 쟁여놓고하지 않아 세식구 쓰기는 적당해요^^며칠 사용해보니 개인적으로 매직스페이스가 참 마음에 드네요.소음 거의없어 조용하고 설치 첫날은 열기가 엄청나더니 다음날 바로 괜찮아졌어요.",100점,11번가,2020.09.01.,ha****
최고예요,"주문번호: 201908098662345아이디: hsc760리모델링을 하며 부엌 구조를 바꿔서 빌트인 냉장고가 필요했습니다.빌트인과 세미빌트인 중에 고민하다가냉장고장을 조금 크게 짜니 굳이 빌트인을 할 필요가 없더라구요.세미도 충분했습니다.500급이라서 용량이 작아지니 수납이 조금 걱정 되었는데 생각만큼작지 않았어요.냉동실은 모두 레일식이라 음식 꺼내기가편리하겠다라구요.배송기사님들도 과분할만큼 친절하셨습니다.다만 아쉬운 점이라면냉장실의 중간 선반이 변환식이라 그런지 좀 약한 느낌을 받네요.그리고 2도어만 쓰다가 바꾸니냉동물을 찾기위해 앉아야 하는 점이불편하네요. 2도어때는 자주 쓰는걸키높이에 두면 편했는데, 적응 되겠죠",100점,11번가,2019.08.17.,hs****
최고예요,주문번호 : 201908012250639아이디 : hoonma9뒷베란다 확정공사 후 사이즈때문에 고민하다가 세미빌트인냉장고를 알게 되어 구매하게 되었습니다.배송은 8/1일에 주문했는데 8/3일에 배송되서 매우 좋았습니다!!(배송 늦게될까봐 걱정했는데 너무 빨리와서 좋았습니다)설치도 꼼꼼히 잘해주시고 수평도 다 체크해서 설치해주시고 설치 후 설명도 해주셔서 너무 좋았습니다.냉장고 사이즈는 저희가 생각했던대로 매우 만족스러웠고 기능 또한 너무 좋았습니다!! 디자인도 깔끔하고 성능도 좋고 소음도 생각보다 조용하더라구요~냉장고 엄청 고민하며 구매했는데 정말 마음에 듭니다!!^^,100점,11번가,2019.08.07.,ho****
최고예요,우선 이번 이사로 가장 고민이었던게 주방 냉장고 자리가 87센티밖에 안나와서 평균사이즈인 821리터(91센티) 냉장고는 냉툭튀라서 놓을수 없었어요 정말 스트레스 많이 받았는데 .. 검색후 저희 주방에 딱 맞는 그리고 더군다나 4도어 신상인 이제품은 진짜 저를 위해 나온게 아닐까 싶을 정도로 딱이었어요.. 요리나 음싣 욕심이 별로 없는 편이라 사실 큰냉장고는 필요없었거든요~ 그리고 또한가지!! LG기사님이 세탁기 건조기 냉장고 같이 설치해주셨는데 정말 친절하시고 설치할때 전문가 느낌 장난아니었어요 ㅋㅋㅋ 멋지심 ㅋㅋㅋ 여튼 너무너무너무너무 만족 스럽습니다!!!!!!!!!! (사은품은 냄비세트 주세용^^),100점,11번가,2019.04.07.,an****
최고예요,"현관문이 방충망 때문에 냉장고 큰 사이즈는 들어오기도 힘든 구조이고 요즘 냉장고는 깊이가 너무 깊어서 좁은집에 설치하면 더 좁은 효과가 날것 같아서 빌트인 냉장고를 찾고 찾던 중 디자인과 성능, 에너지소비효율 등을 따져보고 고민끝에 선택 했어요. 기존에 오래된 음식을 싹~ 비우고 났더니 기존 쓰던것 보다 용량이 줄었음에도 불구하고 냉장고 안이 텅텅 비었네요..ㅎㅎ 절대 수납용량 적지 않구요.. 한눈에 보이니 음식 찾기도 편리하고 너무 좋으네요. 굿~ 쵸이스였습니다..^^ 그리고 3일만에 지정일 배송도 정확하게 잘 지켜 주시고, 재고가 확보되어서 인지 배송일 무지 빨랐습니다..^^",100점,11번가,2019.08.22.,yu****
최고예요,"혼자 사시는 엄마를 위해 동생이랑 돈모아서 냉장고 사드렸어요! 집은 실평수 17평되는 아파트이고, 냉장고 넣는 곳의 깊이가 깊지 않아서 더 큰 냉장고는 안될 것 같아 530L로 주문했습니다! 엄마 혼자 살고계셔서 그런지 냉장고가 정~~말 커보이더라구요! 2-3인 가족으로 딱인 사이즈였습니다. 매직스페이스도 편리했어요! 실제로 보면 더 고급스러운 컬러라 엄마도 너무 만족해하셨답니다. 또한 배송기사님도 친절했고, 엠에스 고객센터 직원분도 배송문의 응대에 매우 친절해서 만족도 최상으로 물품을 구매했습니다. 참고로 배송은 잊을만 하면 옵니다 ㅎ_ㅎ~ 3월23일 주문해서 4월1일 배송받았습니다.",100점,11번가,2020.04.02.,re****
최고예요,원하는 날짜와 시간대에 배송받았습니다 이 냉장고는 문이 별도로 포장되어 있는것이 아니고 통으로 되어있어서 설치할때 문을 따로 끼우는 작업은 없어서 제대로 간격이 맞는지 확인하거나 시간이 오래 걸리지 않아 좋았습니다 집의 냉장고 장소에 딱맞게 들어맞고 튀어나오지 않아 좋습니다. 다만 세미 빌트인도 가격대가 조금 더 낮추어지면 좋겠습니다. 문은 광택이 좋습니다. 충격에는 약할것 같다는 생각은 듭니다. 냉동실이 아래쪽에 있으니 냉동제품을 떨어트려 다칠일은 없겠네요. 냉장실도 윗쪽에 있어서 반찬이나 채소들 꺼내기가 수훨합니다.주문번호 201901095260394 입니다 사은품 원해요^^,100점,11번가,2019.01.18.,ki****
배송도 빠르고 설치도 깔끔하게 잘 해주셨어요 동일 사이,배송도 빠르고 설치도 깔끔하게 잘 해주셨어요 동일 사이즈 노크온 모델이랑 고민 많이 했는데 금액차이가 커서 이걸로 주문했어요 밝은 실버 아니고 어두운 실버라 더 예뻐요 냉장고 자리 한 쪽이 벽이라 문열림이 걱정됐는데 냉동칸은 문에 수납이 없어서 직각정도만 열어도 문제없고 냉장실은 내부 서랍을 빼려면 공간에 약간 여유가 필요해요 기존 냉장고처럼 활짝 열려야 쓸 수 있는건 아니더라구요 불안해서 공간을 97~100 맞춰놨더니 옆에 많이 남긴하네요 냉장 냉동이 상하로 분리돼서 더 실용적으로 쓸 수 있을것같아요,100점,SSG.COM,2021.01.27.,wn****
집 구조를 생각 안하고 큰 용량 냉장고 결제까지 했다가,집 구조를 생각 안하고 큰 용량 냉장고 결제까지 했다가 취소하고 재주문한 냉장고예요. 배송일 기다리는데 작동 잘 되던 냉장고가 서운했는지 냉동실이 슬슬 녹기 시작해서 느긋하게 배송을 기다릴수 없었는데 다행히 주말에 그것도 아침 일찍 배송 설치 해주셔서 정말 감사 했습니다. 냉장고 특성상 잘 찍힌다는데 문 여닫는거 조심하면 상관 없을듯 해요. 깔끔하고 냉장고 사이즈도 좁은 저희집에 딱 맞고 좋습니다. 생각보다 수납 공간도 잘되있더라구요. 870리터짜리랑 공간배치도 비슷하고요. 어제 설치 하고 냉장고 정리 해놓고 나니 뿌듯합니다 새해복 많이 받으시고 번창하세요~,100점,SSG.COM,2021.01.04.,de****
좋아요,배송이 많이 늦을거라 문자받고 화가 쫌 많이 났었는데 바로 또 사과?하는 의미로 사은품 준다고 문자가 와서 기분 풀었어요. 근데 조금후에 배송 문자 떴더라구요. 근데.. 배송기사님은 좋으셨는데 설치하고 가신 다음에 냉장고 돌아가는 소리가... 열흔전 산 엄마네 삼성냉장고에선... 아무소리도 안나서 꺼져있는줄... 밤새 신경쓰여서 잠을 못잤네요. 제가 예민한건가요? 다들 조용하다 해서 원래 맘에들던 삼성껄 사지않고 엘지로 샀는데.. 제품이 다른건가요? 사은품이 먼저 올줄 알았는데 본품이 먼저 왔으니 사은품은 안오는건가요? 보내주세요~~~~ 에어프라이어..ㅜㅜ 속상한 맘 그걸로라도,80점,11번가,2019.09.08.,ha****
최고예요,이틀만에 희망배송일자에 바로 받을수 있어서 좋았어요. 배송기사님들도 친절하시고 꼼꼼하게 잘 설치해주셨어요. 디자인 세련되고 색상도 예쁘네요.냉동실이 좀 작은 느낌이긴한데 미니멀리즘시대이니 좀 덜 쟁여야겠어요^^ 글구 서랍식이라 넣고 빼기는 편한것 같네요.냉장실은 양문이 활짝 열려서 그런지 좁다는 느낌은 안들고 여름에 수박을 자주 먹는데 보관하기 편할것 같아서 기대됩니다.자주 마시는 음료수랑 물은 매직스페이스에 보관하니까 편리하구요. 결론적으로 좁은집에는 안성맞춤인 제품인거 같아요.주문번호 201911053998944아이디 rss0404,100점,11번가,2019.11.07.,rs****
최고예요,"1인가구라 작은 냉장고만 쓰다가 이번에 변경했는데, 음식을 해먹는지라 제에겐 사이즈도 딱 알맞고 좋아요.4도어라 좋은데,매직스페이스까지 있어서 더욱 좋네요.냉동실엔 간편하게 먹을 냉동식품 여러가지 쟁겨놓을수 있고, 칸칸이 나눠져있으니 얼음 얼릴때 힘들게 수평 맞춰 넣지 않아도 되니 편하겠어요. 결혼할 때 이거 가져가고 김냉하나만 사면 딱이겠어요!LG기사님도 열심히 설치해주셔서 너무 감사했습니다.무엇보다 지성 판매처가 LG직영판매처라 믿음도 가고, 리뷰작성시 사은품도 주니 여기서 사길 잘한것 같아요!또 필요한거 있음 구매하러올께요~번창하세요^^",100점,11번가,2020.10.16.,ez****
